Kategori,Kabupaten/Kota,Tahun,IKP_offstat,"IPM (Indeks 
Pembangunan Manusia)","Kepadatan Penduduk 
per km persegi (Km2)",Tingkat Pengangguran Terbuka (TPT) (Persen),Persentase Penduduk Miskin  (Persen),"Luas Panen 
Tanaman Padi 
(ha) (Ha)","Produktivitas 
Tanaman Padi 
(ku/ha) (Ku/ha)_offstat","Rekap Produksi 
Padi 
(ton) (Ton)_offstat",Jumlah bayi Gizi Kurang (Rb),Jumlah bayi (Rb),Prevalensi Bayi Gizi Kurang,IPM,Kemiskinan,TPT,Kepadatan_Penduduk,Prevalensi_Gizi_Kurang,PC1,PC2,PC3,PC4,PC5,IKP_cluster,"Rekap Produksi 
Padi 
(ton) (Ton)_cluster","Produktivitas 
Tanaman Padi 
(ku/ha) (Ku/ha)_cluster",Cluster,_merge
kabupaten,Bangkalan,2021,74.04,65.42,1070.0,8.07,21.57,42110.04,46.38,195323.29,2251.0,70930.0,3.173551389,65.42,21.57,8.07,1070,3.173551389,-1.844631485803221,-1.882462685723802,2.277394196172402,1.756071182316859,-0.0794767600965516,74.04,195323.29,46.38,2,both
kabupaten,Bangkalan,2022,70.59,66.11,835.0,8.05,19.44,40717.81,48.66,198122.71,341.0,74560.0,0.4573497854,66.11,19.44,8.05,835,0.4573497854,-1.564565658370961,-1.948946504413873,2.153887233000033,1.308191706113314,-0.1601164073025661,70.59,198122.71,48.66,2,both
kabupaten,Bangkalan,2023,73.23,66.82,839.0,6.18,19.35,38011.82,49.0,186257.96,861.0,79000.0,1.089873418,66.82,19.35,6.18,839,1.089873418,-1.910492982272972,-1.465031591145052,1.199489625925329,1.18219631520303,-0.0649342269440023,73.23,186257.96,49.0,2,both
kabupaten,Bangkalan,2024,62.86808,67.33,847.0,5.35,18.66,39554.55,47.82,189161.9,9598.0,84840.0,11.31305988,67.33,18.66,5.35,847,11.31305988,-1.967896406961684,-0.6294179591597888,1.01257659166055,1.12373676391912,-0.0760726761858288,62.86808,189161.9,47.82,2,both
kabupaten,Bangkalan,2025,61.95261,68.15,855.0,5.31,18.25,46903.0,47.71,223789.0,1353.0,93260.0,1.450782758,68.15,18.25,5.31,855,1.450782758,-1.82363015358,-1.172649130988261,0.6893088414515698,0.9470822302851992,0.0236856505455853,61.95261,223789.0,47.71,2,both
kabupaten,Banyuwangi,2021,82.8,72.62,297.0,5.42,8.07,89125.2,57.61,513490.07,3572.0,119130.0,2.998405104,72.62,8.07,5.42,297,2.998405104,-0.1786888210020608,-0.6361505258561903,0.4521798768765208,-0.8743397591819841,-0.2810358225490589,82.8,513490.07,57.61,2,both
kabupaten,Banyuwangi,2022,83.82,73.15,482.0,5.26,7.51,76748.03,60.22,462205.98,466.0,121230.0,0.384393302,73.15,7.51,5.26,482,0.384393302,-0.0429840958784897,-0.7211117908918143,0.2429800208576025,-0.9477226271683036,-0.2854280128183236,83.82,462205.98,60.22,2,both
kabupaten,Banyuwangi,2023,84.91,73.79,485.0,4.75,7.34,75062.48,60.59,454768.46,3111.0,123190.0,2.525367319,73.79,7.34,4.75,485,2.525367319,-0.0681193623959696,-0.4549225286882201,0.0113617252029887,-0.9913720900215528,-0.2047497468898277,84.91,454768.46,60.59,2,both
kabupaten,Banyuwangi,2024,73.22435,74.3,488.0,4.03,6.54,67240.56,58.84,395631.38,22347.0,124260.0,17.98406567,74.3,6.54,4.03,488,17.98406567,-0.0908023790533378,0.6717895355647985,0.0147821858223788,-1.009352376461533,-0.2329737044435854,73.22435,395631.38,58.84,2,both
kabupaten,Banyuwangi,2025,77.6196,75.17,491.0,3.94,6.13,75650.0,59.97,453636.0,3101.0,122830.0,2.524627534,75.17,6.13,3.94,491,2.524627534,0.0499118345807746,-0.1926368254327144,-0.4813043332957115,-1.247864489078322,-0.1176818100967002,77.6196,453636.0,59.97,2,both
kabupaten,Blitar,2021,83.83,71.48,921.0,3.66,9.65,38640.6,64.02,247366.27,3964.0,79180.0,5.006314726,71.48,9.65,3.66,921,5.006314726,-0.7761582707594319,-0.198117042903254,-0.3814682179730581,-0.4931629790733163,-0.4115108589987936,83.83,247366.27,64.02,2,both
kabupaten,Blitar,2022,84.34,72.25,711.0,5.45,8.71,34137.74,63.12,215482.79,960.0,80150.0,1.197754211,72.25,8.71,5.45,711,1.197754211,-0.1963324265288447,-0.7797893867948149,0.3922442959272609,-0.653759808324204,-0.3389692810072192,84.34,215482.79,63.12,2,both
kabupaten,Blitar,2023,86.27,72.84,718.0,4.91,8.69,36340.17,66.1,240224.41,4818.0,81650.0,5.900796081,72.84,8.69,4.91,718,5.900796081,-0.2531028572048491,-0.3605091431319488,0.217338751408101,-0.647661658519186,-0.2537215605716565,86.27,240224.41,66.1,2,both
kabupaten,Blitar,2024,64.87176,73.44,724.0,4.77,8.16,30789.76,55.59,171154.02,36040.0,83700.0,43.05854241,73.44,8.16,4.77,724,43.05854241,-0.1736883020963587,1.921701513565237,1.080009082896784,-0.3706880248571376,-0.2602490480752052,64.87176,171154.02,55.59,1,both
kabupaten,Blitar,2025,69.7067,74.43,730.0,4.49,7.57,35796.0,64.65,231437.0,4914.0,86330.0,5.692111665,74.43,7.57,4.49,730,5.692111665,-0.0277043938877764,-0.196721467848552,-0.0932875975426385,-0.8709032891073404,-0.1205562757148575,69.7067,231437.0,64.65,2,both
kabupaten,Bojonegoro,2021,84.4,70.7,595.0,4.82,13.27,134609.22,50.07,674002.0,4939.0,88840.0,5.559432688,70.7,13.27,4.82,595,5.559432688,-1.103487352911724,-0.5772694448024884,0.3706286014116428,0.0568305401765731,-0.074722103928073,84.4,674002.0,50.07,2,both
kabupaten,Bojonegoro,2022,83.55,71.15,569.0,4.69,12.21,133665.5,52.69,704288.94,648.0,87620.0,0.7395571787,71.15,12.21,4.69,569,0.7395571787,-0.9569390045155162,-0.7865831935826979,0.1410534516028715,-0.1810082517290307,-0.1092960955043158,83.55,704288.94,52.69,2,both
kabupaten,Bojonegoro,2023,85.4,71.8,571.0,4.63,12.18,132712.02,53.2,705962.63,3728.0,86120.0,4.328843474,71.8,12.18,4.63,571,4.328843474,-0.8927373732640048,-0.5407678181783768,0.1755756080962897,-0.1624230240466375,-0.0103910067556328,85.4,705962.63,53.2,2,both
kabupaten,Bojonegoro,2024,71.94791,72.75,573.0,4.42,11.69,131220.56,54.15,710527.18,30415.0,84270.0,36.0923223,72.75,11.69,4.42,573,36.0923223,-0.7909647615894282,1.443375326040851,0.8483588968465408,0.0554904345450874,0.0520460985194568,71.94791,710527.18,54.15,1,both
kabupaten,Bojonegoro,2025,72.2373,73.74,575.0,3.9,11.49,160748.0,54.72,879685.0,4833.0,81890.0,5.901819514,73.74,11.49,3.9,575,5.901819514,-0.7537237892456301,-0.2062353075332081,-0.248913538859667,-0.3261547395248511,0.2259999838448681,72.2373,879685.0,54.72,2,both
kabupaten,Bondowoso,2021,74.89,69.24,510.0,4.46,14.73,51620.95,50.16,258951.46,3565.0,55050.0,6.475930972,69.24,14.73,4.46,510,6.475930972,-1.55534134802769,-0.5307425281188314,0.3203877024572318,0.2702393887295503,-0.1412514976387822,74.89,258951.46,50.16,2,both
kabupaten,Bondowoso,2022,73.78,69.91,503.0,4.32,13.47,48240.7,49.48,238677.65,767.0,56320.0,1.361860795,69.91,13.47,4.32,503,1.361860795,-1.356739329184463,-0.7424555032376622,0.0616550804029219,3.406295627347791e-05,-0.1647973746433896,73.78,238677.65,49.48,2,both
kabupaten,Bondowoso,2023,75.5,70.56,507.0,4.15,13.34,50364.98,49.2,247778.74,2663.0,57250.0,4.651528384,70.56,13.34,4.15,507,4.651528384,-1.30583128403135,-0.4860434603523654,0.0307972692510309,-0.0058473734383139,-0.0776504266844694,75.5,247778.74,49.2,2,both
kabupaten,Bondowoso,2024,67.5429,71.22,510.0,3.63,12.6,50609.62,51.27,259477.68,18984.0,57610.0,32.95261239,71.22,12.6,3.63,510,32.95261239,-1.278908573328817,1.363065454546743,0.4648481947961767,0.1246992892736774,-0.0887113843666071,67.5429,259477.68,51.27,1,both
kabupaten,Bondowoso,2025,70.71132,71.72,512.0,2.55,12.2,56112.0,49.69,278822.0,3035.0,57050.0,5.319894829,71.72,12.2,2.55,512,5.319894829,-1.408978402134253,-0.0127943071491233,-0.8292748947805416,-0.2872830179776224,-0.0241174319210975,70.71132,278822.0,49.69,2,both
kabupaten,Gresik,2021,88.25,76.98,1109.0,8.0,12.42,61394.39,61.84,379666.19,4983.0,96290.0,5.174992211,76.98,12.42,8.0,1109,5.174992211,0.6050585906319522,-1.124047311679998,1.59220913205416,0.1683414692059588,0.7970055680406961,88.25,379666.19,61.84,2,both
kabupaten,Gresik,2022,86.81,77.62,1061.0,7.84,11.06,63287.2,64.98,411242.2,750.0,95890.0,0.7821462092,77.62,11.06,7.84,1061,0.7821462092,0.7976010135888129,-1.285763157911469,1.347184680469766,-0.1239110541983203,0.7633696038046073,86.81,411242.2,64.98,2,both
kabupaten,Gresik,2023,90.39,78.44,1075.0,6.82,10.96,66202.61,63.05,417428.58,4113.0,95660.0,4.29960276,78.44,10.96,6.82,1075,4.29960276,0.6666871463875483,-0.8193853771328804,0.8879592678860365,-0.1715694317293967,0.8751741690246034,90.39,417428.58,63.05,2,both
kabupaten,Gresik,2024,77.82347,78.93,1086.0,6.45,10.32,54057.45,60.85,328959.53,32939.0,95970.0,34.32218402,78.93,10.32,6.45,1086,34.32218402,0.6977137712694831,1.090451477025301,1.450608147453381,0.0059574218423317,0.8446379815701319,77.82347,328959.53,60.85,1,both
kabupaten,Gresik,2025,78.46176,79.69,1096.0,5.47,9.95,62003.0,60.58,375591.0,4628.0,97560.0,4.743747437,79.69,9.95,5.47,1096,4.743747437,0.6212699575352228,-0.41831730190911,0.1439868327702321,-0.4167263201737453,0.957001254018052,78.46176,375591.0,60.58,2,both
kabupaten,Jember,2021,76.7,69.2,825.0,5.44,10.41,124027.77,49.64,615697.87,17297.0,164120.0,10.53923958,69.2,10.41,5.44,825,10.53923958,-0.7414988925962811,-0.359083115720074,0.7842377018964205,-0.2094718010996805,-0.683126270882659,76.7,615697.87,49.64,2,both
kabupaten,Jember,2022,78.34,69.8,775.0,4.06,9.39,118489.25,51.26,607371.19,927.0,168720.0,0.54943101,69.8,9.39,4.06,775,0.54943101,-0.879017718800012,-0.5906725540477491,-0.2095018054214782,-0.5757286245785295,-0.6851904447204203,78.34,607371.19,51.26,2,both
kabupaten,Jember,2023,77.43,70.42,781.0,4.01,9.51,120187.87,51.31,616725.77,11966.0,174320.0,6.864387334,70.42,9.51,4.01,781,6.864387334,-0.8347689055452228,-0.1905611603324594,-0.0948066053897554,-0.5037342897313007,-0.5783887109269842,77.43,616725.77,51.31,2,both
kabupaten,Jember,2024,67.6726,70.93,786.0,3.23,9.01,120069.41,51.91,623264.88,98309.0,181480.0,54.17070752,70.93,9.01,3.23,786,54.17070752,-0.9269776343441174,2.838752130523078,0.716886047545328,-0.1554589198941816,-0.6119956234163191,67.6726,623264.88,51.91,1,both
kabupaten,Jember,2025,68.52474,71.57,791.0,3.07,8.67,135436.0,50.17,679514.0,13131.0,191520.0,6.856203008,71.57,8.67,3.07,791,6.856203008,-0.8179256781889012,0.081854611498996,-0.6355499611176189,-0.704929998587808,-0.4893723601522501,68.52474,679514.0,50.17,2,both
kabupaten,Jombang,2021,83.71,74.1,1189.0,7.09,10.0,54968.44,59.46,326826.64,7697.0,97090.0,7.927695952,74.1,10.0,7.09,1189,7.927695952,0.3582651181057222,-0.7440119817966571,1.270748260235281,-0.1660219069602017,0.0297463545034024,83.71,326826.64,59.46,2,both
kabupaten,Jombang,2022,83.89,74.66,1204.0,5.47,9.04,54896.68,61.42,337172.14,1085.0,98110.0,1.105901539,74.66,9.04,5.47,1204,1.105901539,0.1651227896155491,-0.7349238732470327,0.2334388164039236,-0.4835794776698415,0.0115458113404561,83.89,337172.14,61.42,2,both
kabupaten,Jombang,2023,83.99,75.16,1218.0,4.66,9.15,56762.71,61.11,346873.45,5736.0,99210.0,5.781675234,75.16,9.15,4.66,1218,5.781675234,0.0201279331129545,-0.2628522845282374,-0.0718521980157263,-0.4693990077769285,0.0937816176758253,83.99,346873.45,61.11,2,both
kabupaten,Jombang,2024,72.84379,75.67,1228.0,3.75,8.6,55369.46,61.82,342291.32,50647.0,100170.0,50.56104622,75.67,8.6,3.75,1228,50.56104622,-0.0940132292244497,2.647028790637014,0.6068692675669926,-0.1604788752616486,0.0560436914407788,72.84379,342291.32,61.82,1,both
kabupaten,Jombang,2025,80.92683,76.37,1238.0,3.28,8.36,71349.0,61.9,441642.0,7008.0,100510.0,6.972440553,76.37,8.36,3.28,1238,6.972440553,-0.0641526678180416,0.180818423116674,-0.8048099996274266,-0.6739189175574913,0.1926703510502579,80.92683,441642.0,61.9,2,both
kabupaten,Kediri,2021,80.64,73.31,1186.0,5.15,11.64,35113.22,56.45,198222.01,8040.0,116240.0,6.916724019,73.31,11.64,5.15,1186,6.916724019,-0.3888480919724923,-0.4420462284093714,0.3412240779134041,-0.0200355632087576,0.0733157821772142,80.64,198222.01,56.45,2,both
kabupaten,Kediri,2022,79.16,74.2,1087.0,6.83,10.65,29379.86,57.47,168853.55,555.0,118860.0,0.466935891,74.2,10.65,6.83,1087,0.466935891,0.2121527069064147,-1.150684316500495,0.9690405359599594,-0.1883550800233203,0.1436840350401701,79.16,168853.55,57.47,2,both
kabupaten,Kediri,2023,78.22,74.68,1101.0,5.79,10.72,31268.33,58.7,183533.76,7069.0,121560.0,5.815235275,74.68,10.72,5.79,1101,5.815235275,0.0149614600672192,-0.5854348740296035,0.5660301046338758,-0.18667579214305,0.2160625792417352,78.22,183533.76,58.7,2,both
kabupaten,Kediri,2024,70.43341,75.18,1109.0,5.1,9.95,30496.57,57.08,174072.2,54864.0,123620.0,44.3811681,75.18,9.95,5.1,1109,44.3811681,-0.0186891445717467,1.911343155721509,1.188727065537097,0.0371798872694707,0.1611445345543715,70.43341,174072.2,57.08,1,both
kabupaten,Kediri,2025,71.13512,76.09,1117.0,4.71,9.81,34198.0,57.99,198324.0,7533.0,123550.0,6.097126669,76.09,9.81,4.71,1117,6.097126669,0.0389973613581851,-0.2546383055404546,-0.0509561035525466,-0.4062054229048149,0.3380050423246323,71.13512,198324.0,57.99,2,both
kota,Kota Batu,2021,74.74,77.21,1570.0,6.57,4.09,825.39,69.67,5750.19,930.0,16500.0,5.636363636,77.21,4.09,6.57,1570,5.636363636,1.39910642328004,-0.4723134825369962,0.6365255323288463,-1.074796743727596,-0.1819450794578975,74.74,5750.19,69.67,3,both
kota,Kota Batu,2022,76.86,78.13,1116.0,8.43,3.79,1059.45,63.83,6762.57,805.0,16570.0,4.858177429,78.13,3.79,8.43,1116,4.858177429,1.878750703796936,-0.9090762182806768,1.565513792339898,-1.179738194681169,0.0251656129655941,76.86,6762.57,63.83,3,both
kota,Kota Batu,2023,80.16,79.07,1134.0,4.52,3.31,727.29,66.86,4862.81,1215.0,16570.0,7.332528666,79.07,3.31,4.52,1134,7.332528666,1.127818851699934,0.1673879623229829,-0.3837819530647216,-1.465770760746596,0.0987522769133192,80.16,4862.81,66.86,3,both
kota,Kota Batu,2024,73.98952,79.69,1147.0,3.63,3.06,503.25,72.72,3659.41,7073.0,16430.0,43.04930006,79.69,3.06,3.63,1147,43.04930006,1.001694200988333,2.524659054716605,0.0692933189584763,-1.20102853785405,0.1231099143168582,73.98952,3659.41,72.72,1,both
kota,Kota Batu,2025,73.07955,80.35,1159.0,3.53,2.86,513.0,58.99,3025.0,1023.0,16020.0,6.38576779,80.35,2.86,3.53,1159,6.38576779,1.105410643215416,0.3850690918076555,-0.9735942775294356,-1.615454851588644,0.2510274464203471,73.07955,3025.0,58.99,3,both
kota,Kota Blitar,2021,68.69,79.27,4617.0,6.61,7.89,884.95,65.46,5793.3,477.0,10730.0,4.445479963,79.27,7.89,6.61,4617,4.445479963,1.891455317117848,-0.6116954512608299,0.1925620330299115,0.4425757149925779,0.0637022644599671,68.69,5793.3,65.46,3,both
kota,Kota Blitar,2022,74.57,80.15,4577.0,5.39,7.37,728.19,71.58,5212.13,892.0,10800.0,8.259259259,80.15,7.37,5.39,4577,8.259259259,1.758325383414178,-0.0663629879745279,-0.3631996679899141,0.3024120473695363,0.1462713943054751,74.57,5212.13,71.58,3,both
kota,Kota Blitar,2023,79.25,80.78,4619.0,5.24,7.3,786.57,71.66,5636.68,601.0,10890.0,5.51882461,80.78,7.3,5.24,4619,5.51882461,1.81682891386921,-0.1765138330604036,-0.5447576892958865,0.2584530315210935,0.2376730821041002,79.25,5636.68,71.66,3,both
kota,Kota Blitar,2024,64.85564,81.44,4664.0,5.11,6.75,574.04,64.84,3722.17,4248.0,10940.0,38.82998172,81.44,6.75,5.11,4664,38.82998172,1.91936315486039,1.876530793817851,0.2139441762554981,0.505362347057892,0.2368251676942498,64.85564,3722.17,64.84,1,both
kota,Kota Blitar,2025,69.56284,82.03,4709.0,4.28,6.6,837.0,72.5,6068.0,558.0,10880.0,5.128676471,82.03,6.6,4.28,4709,5.128676471,1.842435547403237,0.0759050055346567,-1.11802074601797,0.0979244445496263,0.3455062338477703,69.56284,6068.0,72.5,3,both
kota,Kota Kediri,2021,68.6,79.15,4542.0,6.37,7.75,1735.3,54.95,9534.86,801.0,20920.0,3.828871893,79.15,7.75,6.37,4542,3.828871893,1.820808439973024,-0.5927438544375677,0.0688030694766108,0.3786264854442268,0.0404750625959318,68.6,9534.86,54.95,3,both
kota,Kota Kediri,2022,73.95,80.12,4305.0,4.38,7.23,1864.13,54.7,10197.5,532.0,21110.0,2.520132639,80.12,7.23,4.38,4305,2.520132639,1.474985944557528,-0.1770637301744983,-0.9833962160975358,0.0783418872691046,0.1733421283342268,73.95,10197.5,54.7,3,both
kota,Kota Kediri,2023,76.42,80.97,4391.0,4.06,7.15,1519.69,54.43,8271.57,933.0,21330.0,4.374120956,80.97,7.15,4.06,4391,4.374120956,1.527693319088269,0.0317882257683543,-1.146026596064078,0.0798827656498756,0.2859536335471196,76.42,8271.57,54.43,3,both
kota,Kota Kediri,2024,64.7134,81.88,4436.0,3.91,6.51,1328.15,63.19,8392.91,6483.0,21410.0,30.28024288,81.88,6.51,3.91,4436,30.28024288,1.670358378212557,1.657429596948934,-0.6036526309442812,0.2327284705525106,0.3250723510541769,64.7134,8392.91,63.19,1,both
kota,Kota Kediri,2025,70.41285,82.71,4480.0,3.76,6.04,628.0,59.02,3709.0,881.0,21090.0,4.17733523,82.71,6.04,3.76,4480,4.17733523,1.815408337679088,0.173129138499272,-1.413201978940921,-0.1127168776771508,0.4324989497884847,70.41285,3709.0,59.02,3,both
kota,Kota Madiun,2021,82.86,82.27,5805.0,8.15,5.09,2229.49,60.58,13505.81,527.0,12950.0,4.069498069,82.27,5.09,8.15,5805,4.069498069,3.214930976017051,-0.7995958559404588,0.5997031431024106,0.4173758802057431,0.0524773577648143,82.86,13505.81,60.58,3,both
kota,Kota Madiun,2022,85.32,83.02,5514.0,6.39,4.76,2194.58,52.19,11453.92,432.0,13190.0,3.275208491,83.02,4.76,6.39,5514,3.275208491,2.861991548205406,-0.4181793498016482,-0.3026234913087527,0.1518116786138015,0.1801398902082188,85.32,11453.92,52.19,3,both
kota,Kota Madiun,2023,92.49,83.71,5536.0,5.85,4.74,2204.48,55.2,12169.62,657.0,13390.0,4.906646751,83.71,4.74,5.85,5536,4.906646751,2.822333169619669,-0.1793737190249403,-0.5642362724467298,0.1300296047663029,0.2830085594935233,92.49,12169.62,55.2,3,both
kota,Kota Madiun,2024,76.6727,84.51,5585.0,4.3,4.38,2190.08,57.58,12610.42,4539.0,13460.0,33.72213967,84.51,4.38,4.3,5585,33.72213967,2.587525435743634,1.924868654287714,-0.6375911048096876,0.2780216693132025,0.3232235948270546,76.6727,12610.42,57.58,1,both
kota,Kota Madiun,2025,77.64725,85.12,5634.0,4.29,3.89,2084.0,57.06,11889.0,609.0,13280.0,4.585843373,85.12,3.89,4.29,5634,4.585843373,2.745108092601983,0.222832962989276,-1.447767278576277,-0.0880985088516519,0.3956909568215127,77.64725,11889.0,57.06,3,both
kota,Kota Malang,2021,84.38,82.77,5816.0,9.65,4.62,1791.43,63.14,11311.4,2965.0,59910.0,4.949090302,82.77,4.62,9.65,5816,4.949090302,3.685746203043354,-1.057943806759897,1.341502938088162,0.4351785952083163,0.0879732311582711,84.38,11311.4,63.14,3,both
kota,Kota Malang,2022,80.8,83.38,7617.0,7.66,4.37,1718.11,62.69,10771.15,914.0,59440.0,1.537685061,83.38,4.37,7.66,7617,1.537685061,3.731607750468702,-0.7736664589999427,-0.0277532200548187,0.8057598940209351,-0.153669984946219,80.8,10771.15,62.69,3,both
kota,Kota Malang,2023,85.27,84.0,7790.0,6.8,4.26,1632.88,63.19,10318.57,2982.0,59120.0,5.043978349,84.0,4.26,6.8,7790,5.043978349,3.652360830371141,-0.3481629294500772,-0.4206786205567882,0.8190768093372027,-0.1022002950993204,85.27,10318.57,63.19,3,both
kota,Kota Malang,2024,63.07433,84.68,7857.0,6.1,3.91,1610.91,65.16,10496.65,19481.0,58990.0,33.0242414,84.68,3.91,6.1,7857,33.0242414,3.607233284048597,1.50997878479059,-0.086762131705895,1.017048367882592,-0.0779795743030999,63.07433,10496.65,65.16,3,both
kota,Kota Malang,2025,66.73421,85.55,7921.0,5.69,3.85,1301.0,63.35,8243.0,2944.0,59000.0,4.989830508,85.55,3.85,5.69,7921,4.989830508,3.652291347854253,-0.0436482058864475,-1.072973217918869,0.7070207029975966,0.0792523021736697,66.73421,8243.0,63.35,3,both
kota,Kota Mojokerto,2021,79.41,79.34,6594.0,6.87,6.39,754.27,58.53,4414.93,507.0,10130.0,5.004935834,79.34,6.39,6.87,6594,5.004935834,2.591780518209773,-0.5706463289928344,0.0276760860236633,0.851724852228122,-0.4287376019447603,79.41,4414.93,58.53,3,both
kota,Kota Mojokerto,2022,81.43,80.19,6645.0,5.05,5.98,833.03,60.42,5032.96,665.0,10010.0,6.643356643,80.19,5.98,5.05,6645,6.643356643,2.32260593601586,-0.0229430183543113,-0.8947802692223488,0.7012598473709906,-0.3551191595386599,81.43,5032.96,60.42,3,both
kota,Kota Mojokerto,2023,89.83,80.9,6732.0,4.73,5.77,620.48,53.07,3292.78,287.0,9870.0,2.907801418,80.9,5.77,4.73,6732,2.907801418,2.378135932641847,-0.146592973073184,-1.200286567163356,0.6283870268730748,-0.2735813185791255,89.83,3292.78,53.07,3,both
kota,Kota Mojokerto,2024,64.65862,81.76,6796.0,3.76,5.57,571.1,60.4,3449.63,2171.0,9670.0,22.45087901,81.76,5.57,3.76,6796,22.45087901,2.277134380508796,1.269087944923997,-1.226462954271984,0.7451621621123451,-0.1938064942473162,64.65862,3449.63,60.4,3,both
kota,Kota Mojokerto,2025,68.75083,82.35,6855.0,4.66,5.05,524.0,58.93,3086.0,286.0,9310.0,3.071965628,82.35,5.05,4.66,6855,3.071965628,2.646683720037383,-0.056933116469057,-1.326555410723746,0.5292431603040778,-0.1363004382185089,68.75083,3086.0,58.93,3,both
kota,Kota Pasuruan,2021,70.07,76.83,5937.0,6.23,6.88,1553.82,53.45,8304.59,1780.0,17870.0,9.960828204,76.83,6.88,6.23,5937,9.960828204,1.933574380509947,-0.2169918397305296,0.0472923823948566,0.7731604454903945,-0.6855501840729443,70.07,8304.59,53.45,3,both
kota,Kota Pasuruan,2022,71.21,77.71,5424.0,6.18,6.37,1393.98,52.32,7293.69,1854.0,17950.0,10.32869081,77.71,6.37,6.18,5424,10.32869081,1.969253808425921,-0.1460387940881221,0.0540970688097663,0.5180725325363528,-0.5104706014323926,71.21,7293.69,52.32,3,both
kota,Kota Pasuruan,2023,81.45,78.3,5549.0,5.64,6.6,1374.7,58.34,8020.03,1665.0,17980.0,9.26028921,78.3,6.6,5.64,5549,9.26028921,1.9130266862866,-0.0789564790862472,-0.2827462369778868,0.5423327925036051,-0.4105372706801241,81.45,8020.03,58.34,3,both
kota,Kota Pasuruan,2024,70.82885,78.9,5626.0,4.63,6.32,1574.89,55.02,8665.29,14223.0,17840.0,79.72533632,78.9,6.32,4.63,5626,79.72533632,1.752801578063628,4.378916419789999,1.00956915500197,1.167312626042316,-0.4460856665264682,70.82885,8665.29,55.02,1,both
kota,Kota Pasuruan,2025,71.46241,79.52,5701.0,4.59,6.18,1355.0,55.12,7468.0,1872.0,17320.0,10.80831409,79.52,6.18,4.59,5701,10.80831409,1.893242129377222,0.2993141458404043,-0.8518648272555422,0.4601802675761789,-0.2898115366993897,71.46241,7468.0,55.12,3,both
kota,Kota Probolinggo,2021,72.53,75.2,4256.0,6.55,7.44,1530.83,58.3,8924.08,1109.0,20210.0,5.487382484,75.2,7.44,6.55,4256,5.487382484,1.369056042403421,-0.629388460354618,0.4074549989147095,0.3285066474978099,-0.5979529980636717,72.53,8924.08,58.3,3,both
kota,Kota Probolinggo,2022,73.83,76.08,4448.0,4.57,6.65,1323.99,61.21,8103.92,585.0,20280.0,2.884615385,76.08,6.65,4.57,4448,2.884615385,1.146099694628914,-0.2833839074528055,-0.7350330809023135,0.1103515481493518,-0.5816661133370747,73.83,8103.92,61.21,3,both
kota,Kota Probolinggo,2023,80.01,76.93,4517.0,4.53,6.48,1309.44,57.29,7502.06,612.0,20240.0,3.023715415,76.93,6.48,4.53,4517,3.023715415,1.2727984938132,-0.2373203189693956,-0.8016369939025881,0.0912952690087146,-0.4725749092205475,80.01,7502.06,57.29,3,both
kota,Kota Probolinggo,2024,69.50032,77.79,4564.0,4.44,6.18,1391.07,61.06,8494.14,10523.0,19910.0,52.85283777,77.79,6.18,4.44,4564,52.85283777,1.368482268693858,2.788343258399073,0.4051042935975065,0.5442815516490801,-0.4324500012010531,69.50032,8494.14,61.06,1,both
kota,Kota Probolinggo,2025,68.57392,78.5,4610.0,4.93,5.69,1597.0,63.2,10092.0,1517.0,18880.0,8.034957627,78.5,5.69,4.93,4610,8.034957627,1.664799965679094,0.040169382466179,-0.5681230018202433,0.0460795245837162,-0.3213717380668661,68.57392,10092.0,63.2,3,both
kota,Kota Surabaya,2021,85.25,82.94,8217.0,9.68,5.23,1736.08,56.64,9832.67,6199.0,202300.0,3.064260999,82.94,5.23,9.68,8217,3.064260999,4.18883494599821,-1.178817966839066,0.9788360616461742,1.269785484237444,-0.2231915234987394,85.25,9832.67,56.64,3,both
kota,Kota Surabaya,2022,81.59,83.32,8595.0,7.62,4.72,1447.98,56.06,8117.31,241.0,196650.0,0.1225527587,83.32,4.72,7.62,8595,0.1225527587,3.897229370596083,-0.8565998497826406,-0.2108022237242981,1.154095151030184,-0.2899241230217804,81.59,8117.31,56.06,3,both
kota,Kota Surabaya,2023,92.14,83.99,8667.0,6.76,4.65,1506.01,53.58,8068.88,2920.0,191720.0,1.523054454,83.99,4.65,6.76,8667,1.523054454,3.797332442725049,-0.5574105670174094,-0.6460356418117047,1.119691430967405,-0.2059813486949999,92.14,8068.88,53.58,3,both
kota,Kota Surabaya,2024,70.79896,84.69,8698.0,4.91,3.96,1321.75,55.54,7340.42,15908.0,187400.0,8.488794023,84.69,3.96,4.91,8698,8.488794023,3.529124170905951,0.3205381794806916,-1.44094419470124,0.9734443047964204,-0.191501533076049,70.79896,7340.42,55.54,3,both
